"Year Month","State","Countym","Industry","Suspicious Activity","Product","Instrument","Count"
"2016 January","California","Sacramento County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","4"
"2016 January","California","Sacramento County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2016 January","California","Sacramento County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","32"
"2016 January","California","Sacramento County, CA","Money Services Business (MSB)","Other Structuring","Credit Card","U.S. Currency","1"
"2016 January","California","Sacramento County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","4"
"2016 January","California","Sacramento County, CA","Money Services Business (MSB)","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","3"
"2016 January","California","Sacramento County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","8"
"2016 January","California","Sacramento County, CA","[Total]","[Total]","Credit Card","U.S. Currency","40"
"2016 January","California","San Bernardino County, CA","Depository Institution","Check","Credit Card","U.S. Currency","3"
"2016 January","California","San Bernardino County, CA","Depository Institution","Counterfeit Instrument","Credit Card","U.S. Currency","2"
"2016 January","California","San Bernardino County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","3"
"2016 January","California","San Bernardino County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2016 January","California","San Bernardino County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","2"
"2016 January","California","San Bernardino County, CA","Depository Institution","Other Structuring","Credit Card","U.S. Currency","1"
"2016 January","California","San Bernardino County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","4"
"2016 January","California","San Bernardino County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","2"
"2016 January","California","San Bernardino County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","2"
"2016 January","California","San Bernardino County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","4"
"2016 January","California","San Bernardino County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","2"
"2016 January","California","San Bernardino County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","3"
"2016 January","California","San Bernardino County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
"2016 January","California","San Bernardino County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","4"
"2016 January","California","San Bernardino County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2016 January","California","San Bernardino County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","1"
"2016 January","California","San Bernardino County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","38"
"2016 January","California","San Bernardino County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2016 January","California","San Bernardino County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","1"
"2016 January","California","San Bernardino County, CA","[Total]","[Total]","Credit Card","U.S. Currency","39"
"2016 January","California","San Diego County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","2"
"2016 January","California","San Diego County, CA","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","3"
"2016 January","California","San Diego County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","5"
"2016 January","California","San Diego County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Embezzlement/Theft/Disappearance of Funds","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","4"
"2016 January","California","San Diego County, CA","Depository Institution","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","2"
"2016 January","California","San Diego County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","2"
"2016 January","California","San Diego County, CA","Depository Institution","Other Structuring","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","2"
"2016 January","California","San Diego County, CA","Depository Institution","Refused or Avoided Request for Documentation","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","5"
"2016 January","California","San Diego County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","3"
"2016 January","California","San Diego County, CA","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","5"
"2016 January","California","San Diego County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","3"
"2016 January","California","San Diego County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
"2016 January","California","San Diego County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","14"
"2016 January","California","San Diego County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2016 January","California","San Diego County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","65"
"2016 January","California","San Diego County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
"2016 January","California","San Diego County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Money Services Business (MSB)","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","1"
"2016 January","California","San Diego County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","5"
"2016 January","California","San Diego County, CA","[Total]","[Total]","Credit Card","U.S. Currency","70"
"2016 January","California","San Francisco County, CA","Depository Institution","Other Structuring","Credit Card","U.S. Currency","1"
"2016 January","California","San Francisco County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2016 January","California","San Francisco County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2016 January","California","San Francisco County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","12"
